session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,uid
561,1,8,8,1,8,8,1,8,1,8,100
562,8,8,1,1,8,8,1,8,8,1,100
563,8,1,8,8,1,8,1,8,8,8,100
564,1,1,8,8,8,1,8,1,8,8,100
565,19,1,19,1,19,1,1,1,1,1,100
566,1,13,1,1,1,1,1,8,1,8,100
567,8,8,1,8,1,8,8,8,1,1,100
568,8,8,1,8,13,8,1,8,1,8,100
569,8,1,1,8,8,8,1,8,1,8,100
570,8,1,8,1,8,1,8,8,8,8,100
571,1,1,13,13,8,8,8,1,8,1,100
572,8,8,4,1,8,8,1,8,8,1,100
573,19,8,8,8,1,1,8,8,8,1,100
574,1,8,8,8,1,8,8,1,8,1,100
575,8,8,8,1,1,8,8,8,1,1,100
576,8,8,8,1,8,1,8,8,1,8,100
577,8,1,8,1,8,8,8,1,1,8,100
578,8,1,8,8,1,8,1,8,9,8,100
579,1,1,8,8,8,1,8,8,1,8,100
580,1,37,23,8,8,1,8,1,8,6,100
581,8,8,1,1,8,8,1,8,8,1,100
582,8,1,8,8,19,1,8,8,8,8,100
583,78,1,8,8,8,1,1,9,19,8,100
584,8,8,8,8,8,1,8,8,1,8,100
585,1,8,8,8,1,1,8,8,8,1,100
586,8,1,8,8,1,8,8,1,1,8,100
587,8,8,1,8,1,8,8,1,8,8,100
588,1,8,8,1,8,8,8,1,8,1,100
589,8,8,8,1,1,8,8,8,1,8,100
590,1,8,1,8,8,8,1,1,8,8,100
591,8,1,1,8,8,8,1,8,1,8,100
592,1,8,8,1,8,1,8,8,8,1,100
593,1,8,8,8,1,8,1,8,8,1,100
594,1,1,1,13,1,1,1,24,6,6,100
595,9,13,1,8,13,19,138,13,19,1,100
596,13,11,11,1,19,11,11,1,1,13,100
597,8,8,1,19,1,19,1,1,8,8,100
598,1,8,1,1,8,1,1,8,1,8,100
599,8,15,19,72,19,19,8,1,1,8,100
600,8,8,1,8,1,8,8,8,1,8,100
601,37,23,8,1,78,1,8,8,13,8,100
602,1,8,1,8,8,1,8,497,6,1,100
603,8,8,1,8,8,1,1,8,8,8,100
604,8,1,1,8,8,1,8,8,1,8,100
605,8,1,8,8,8,1,1,8,8,1,100
606,1,8,8,8,1,8,8,1,8,8,100
607,1,8,8,1,8,1,8,8,8,1,100
608,1,8,8,8,1,8,1,8,8,1,100
609,8,1,8,8,1,8,8,1,1,8,100
610,8,8,1,8,1,8,1,8,8,8,100
611,1,1,8,8,8,1,8,1,8,1,100
612,8,8,1,8,1,8,8,8,1,1,100
613,8,8,8,1,1,8,8,8,1,8,100
614,1,8,8,1,8,8,1,8,1,8,100
615,8,1,1,8,8,8,1,8,1,8,100
616,8,1,8,8,1,8,1,8,8,8,100
617,1,1,8,8,1,1,8,8,1,8,100
618,8,1,8,1,8,8,1,8,1,8,100
619,8,1,8,1,8,1,8,8,8,1,100
620,1,8,8,8,1,1,8,8,8,1,100
621,8,1,8,1,8,8,8,1,1,8,100
622,8,8,1,1,8,4,8,8,1,8,100
623,1,8,8,1,8,1,8,1,8,8,100
624,8,19,19,13,38,152,11,38,19,13,100
625,38,1,3,3,19,13,11,11,19,1,100
626,13,19,11,13,8,1,1,13,8,13,100
627,8,13,19,1,8,8,1,13,1,1,100
628,8,1,8,8,1,1,8,8,8,1,100
629,8,1,8,8,1,8,8,8,1,1,100
630,8,8,8,8,1,1,78,6,13,8,100
631,9,19,13,13,13,8,8,1,8,1,100
632,8,1,8,1,8,1,8,8,8,1,100
633,1,8,8,8,1,8,8,8,1,1,100
634,8,8,8,23,37,1,1,8,8,8,100
635,8,1,8,1,8,8,1,8,1,8,100
636,8,1,8,8,1,1,8,8,8,9,100
637,1,1,8,8,8,1,8,1,8,8,100
638,1,8,8,1,8,1,8,8,1,1,100
639,8,8,8,1,8,8,1,8,8,1,100
640,8,1,8,1,8,8,8,1,1,8,100
641,8,8,1,8,8,1,8,1,8,8,100
642,1,8,1,8,8,1,8,1,8,1,100
643,8,1,8,8,1,8,8,1,8,1,100
644,8,8,1,8,1,8,8,1,8,8,100
645,1,8,1,8,8,8,1,1,8,8,100
646,8,1,1,8,8,8,1,8,1,8,100
647,8,1,8,8,8,1,1,8,8,8,100
648,1,1,8,8,8,1,8,1,8,1,100
649,8,1,8,1,8,8,8,1,1,8,100
650,8,1,8,1,8,8,1,8,8,1,100
651,1,8,8,8,1,8,1,8,1,8,100
652,8,1,8,1,8,8,8,1,1,8,100
653,8,8,1,8,1,8,8,1,8,1,100
654,8,8,1,8,8,8,1,1,8,8,100
655,8,1,1,8,8,8,1,8,8,1,100
656,8,1,8,8,1,8,1,8,8,1,100
657,1,8,8,8,1,8,1,8,8,1,100
658,8,8,1,8,1,8,8,1,8,1,100
659,8,8,1,8,8,8,1,1,8,8,100
660,8,1,1,8,8,8,8,1,8,1,100
661,8,8,8,37,23,1,8,8,1,8,100
662,1,8,8,8,1,1,8,8,8,1,100
663,1,8,8,8,1,8,1,8,8,1,100
664,8,8,1,8,1,8,8,1,8,1,100
665,8,8,1,8,8,1,8,1,8,8,100
666,1,8,1,8,8,8,1,1,8,8,100
667,1,8,8,1,1,8,8,8,1,1,100
668,8,8,8,1,8,1,8,8,1,8,100
669,8,1,8,1,8,8,8,1,1,8,100
670,8,8,8,1,1,8,8,8,1,8,100
671,1,8,8,1,8,8,8,1,1,8,100
672,8,8,1,8,1,8,8,9,4,80,100
673,38,13,38,15,72,19,38,19,628,1,100
674,13,38,13,19,19,38,19,19,19,19,100
675,19,19,19,19,13,13,152,8,19,38,100
676,1,38,3,15,19,6,78,9,15,72,100
677,15,15,588,3,2,23,37,23,69,160,100
678,69,39,30,10,6,33,3,4,9,2,100
679,9,37,23,23,25,25,25,25,25,25,100
680,25,25,25,6,9,9,30,3,9,33,100
681,6,23,37,9,9,37,23,23,2086,13,100
682,19,38,13,72,1,13,15,1572,13,19,100
683,19,19,19,19,19,19,19,13,13,858,100
684,19,19,15,3,13,38,19,38,3,13,100
685,19,296,5,19,19,19,19,19,4,6,100
686,9,78,15,2,177,3,64,3,177,15,100
687,5,64,64,2,105,3,342,37,23,39,100
688,2,3,1798,1798,1798,2,1799,1799,1799,1799,100
689,2,2,2617,44,1800,3357,3,1800,2617,3358,100
690,1800,1800,2,436,31,1392,2618,436,3359,3,100
691,3360,3361,80,3362,2618,1798,2,946,3,3363,100
692,1801,946,5,18,3,52,946,52,946,946,100
693,5,946,5,1801,18,946,946,1801,5,18,100
694,5,1012,2112,80,1012,211,476,768,10,37,100
695,23,23,5,18,946,946,2,1801,18,5,100
696,946,3364,3365,3366,5,192,1012,5,3367,5,100
697,128,1012,5,15,72,2,2113,54,142,54,100
698,86,2113,86,2113,6,2,2619,31,18,2619,100
699,157,22,5,17,22,67,1802,107,277,5,100
700,22,22,1250,20,2,13,19,22,13,19,100
701,11,1,13,3368,1,15,19,1,19,19,100
702,3,13,19,628,237,78,10,6,9,39,100
703,39,39,39,39,67,80,60,60,67,207,100
704,60,60,37,23,23,23,23,23,23,23,100
705,23,3,72,23,15,15,23,23,85,2,100
706,31,175,516,516,283,175,297,52,85,501,100
707,367,39,39,2114,226,226,52,275,2114,44,100
708,18,3369,17,15,106,106,67,67,112,237,100
709,258,172,5,2114,52,119,90,108,117,2,100
710,146,108,5,3370,90,22,107,67,17,108,100
711,18,44,90,15,22,5,101,90,1251,857,100
712,591,117,67,649,3371,649,649,649,649,9,100
713,6,3,649,649,649,649,15,649,649,649,100
714,649,649,2,1803,1803,31,1803,20,90,1804,100
715,1803,2115,107,15,217,217,2620,3372,31,3373,100
716,2620,3,2,9,37,23,23,23,23,23,100
717,23,23,23,23,23,23,23,23,23,23,100
718,23,23,23,37,23,23,23,23,23,23,100
719,23,23,37,23,23,23,23,23,0,0,100
720,193,4,215,10,21,4,65,27,27,4,128
721,10,21,65,4,30,6,9,30,9,6,128
722,3,9,3,6,10,4,4,33,115,9,128
723,9,33,9,6,9,4,4,115,4,4,128
724,1393,41,41,82,82,3,33,1393,41,41,128
725,82,41,41,165,774,97,774,99,774,97,128
726,1394,186,99,45,95,41,45,159,216,9,128
727,45,115,21,9,3,65,155,10,2,27,128
728,774,97,100,100,250,232,79,100,79,232,128
729,232,232,232,100,100,232,100,79,79,79,128
730,100,100,79,227,100,100,79,100,45,774,128
731,774,79,79,100,79,79,100,79,79,79,128
732,100,232,79,79,232,100,79,4,27,4,128
733,21,10,232,79,100,216,99,41,774,227,128
734,1394,156,465,95,4,82,4,254,3,2,128
735,6,2,2,3,2,6,2,3,2,3,128
736,2,3,6,2,2,2116,377,146,101,84,128
737,377,2,10,21,4,65,27,4,27,65,128
738,21,10,4,30,6,9,9,3,6,9,128
739,10,6,3,4,9,4,6,33,115,33,128
740,4,6,33,4,4,4,4,9,9,9,128
741,9,124,9,124,4,4,124,6,9,3,128
742,10,21,65,115,4,27,10,21,2,6,128
743,3,3,6,2,6,2,6,6,6,10,128
744,10,2,6,3,3,6,2,2,6,6,128
745,22,10,6,6,10,6,6,2,2,2,128
746,17,5,6,215,4,10,21,4,65,27,128
747,27,4,9,65,21,10,6,30,30,9,128
748,3,33,9,6,10,115,3,33,9,4,128
749,4,9,9,1393,41,115,155,2,4,3,128
750,65,10,27,21,41,41,41,165,774,99,128
751,774,774,99,156,1394,97,186,774,82,45,128
752,250,41,95,156,82,159,774,45,216,774,128
753,250,97,4,21,10,27,1805,1395,1395,1395,128
754,3,227,45,45,45,41,774,1394,45,97,128
755,41,95,227,774,465,82,4,10,21,10,128
756,4,65,27,10,21,30,65,27,6,4,128
757,9,30,4,6,21,65,10,155,9,2,128
758,4,3,33,21,27,10,4,350,350,504,128
759,215,4,10,4,10,3,3,4,6,4,128
760,3,21,65,27,10,21,65,27,4,30,128
761,9,6,3,4,30,9,33,6,115,6,128
762,10,10,21,3,65,9,4,115,33,2,128
763,155,2,27,65,10,21,4,27,215,4,128
764,10,4,6,3,10,4,3,4,6,4,128
765,10,254,417,21,10,65,27,10,65,3,128
766,30,21,10,27,4,9,4,30,33,9,128
767,115,9,6,33,4,9,9,9,4,9,128
768,115,9,4,193,81,268,268,417,268,81,128
769,268,268,268,417,417,215,4,10,4,10,128
770,215,4,10,3,10,4,3,4,3,4,128
771,6,3,10,6,21,65,6,27,10,21,128
772,65,4,27,30,3,9,30,9,115,33,128
773,6,10,9,115,33,4,3,21,27,65,128
774,10,2,155,4,10,27,21,4,4,417,128
775,4,10,10,21,4,65,27,6,21,9,128
776,10,30,27,65,30,3,9,3,6,4,128
777,9,115,33,4,24,9,6,115,24,9,128
778,65,3,4,155,33,2,10,27,4,21,128
779,10,65,27,417,417,10,4,10,3,3,128
780,4,4,6,3,6,10,21,65,27,3,128
781,65,9,30,10,27,21,4,30,33,115,128
782,6,33,6,4,9,9,24,4,4,4,128
783,24,24,6,9,9,115,9,3,65,10,128
784,21,27,65,4,21,4,27,10,10,4,128
785,3,3,4,10,4,6,3,4,10,21,128
786,4,10,21,65,27,4,4,4,6,4,128
787,4,3,30,9,4,6,4,6,4,9,128
788,4,4,33,4,115,4,6,4,4,124,128
789,9,124,4,9,43,4,9,4,9,9,128
790,115,4,115,4,4,9,4,115,4,4,128
791,4,115,4,4,9,4,115,4,115,4,128
792,4,4,3,115,4,3,10,21,65,27,128
793,10,21,4,207,193,4,215,10,21,4,128
794,27,65,4,6,21,10,30,27,65,9,128
795,30,9,3,33,10,6,115,3,33,4,128
796,115,155,2,27,10,4,3,9,65,21,128
797,4,27,10,21,4,3,2,2,4,3,128
798,6,2,2,2,2,2,2,2,2,3,128
799,2,6,3,6,2,3,2,139,32,32,128
800,32,32,32,32,32,12,289,12,289,68,128
801,12,12,110,110,68,12,12,12,12,12,128
802,12,394,289,32,56,248,56,248,178,56,128
803,2,2,215,4,10,21,4,27,65,10,128
804,21,65,27,4,30,6,4,9,30,9,128
805,6,3,33,9,6,10,115,4,3,115,128
806,33,9,3,155,65,10,21,27,2,4,128
807,2,4,27,10,4,21,4,3,2,2,128
808,6,3,4,2,3,6,2,2117,2118,775,128
809,1806,3374,775,1806,209,31,578,1807,3375,578,128
810,2119,775,1252,859,1808,5,2120,1076,452,775,128
811,211,1809,22,2121,5,1253,1076,938,775,22,128
812,1253,938,1076,46,46,148,20,350,350,504,128
813,215,4,10,21,4,27,65,30,10,21,128
814,65,27,4,6,30,4,9,6,9,3,128
815,33,6,9,115,10,809,18,44,809,17,128
816,1573,288,809,5,3,3,2,10,2,6,128
817,115,33,9,4,3,3,65,10,27,21,128
818,155,3,2,9,809,809,10,809,18,17,128
819,809,130,22,6,130,1573,809,53,127,22,128
820,5,288,3,809,5,127,6,3,127,10,128
821,20,6,3,2,3,9,21,4,27,10,128
822,2,4,3376,4,6,2,2,1810,1810,1810,128
823,1810,809,53,2,193,61,3,81,43,215,128
824,4,10,21,4,65,27,10,21,65,27,128
825,4,30,3,4,9,6,9,30,3,9,128
826,6,33,4,10,9,4,33,6,1013,4,128
827,1574,9,4,4,2,155,1574,3,2,21,128
828,4,21,10,27,65,3,2,6,2,3,128
829,6,3,1811,2,1811,2,207,1811,1811,2,128
830,860,2,2,215,4,10,21,4,65,27,128
831,4,27,65,21,10,4,4,6,30,3,128
832,9,4,10,115,3,33,9,9,4,6,128
833,33,4,9,9,24,4,4,6,24,9,128
834,115,6,3,10,21,27,155,2,65,21,128
835,10,4,2,3,2,6,3,6,2,3,128
836,81,3,2,2,6,3,6,3,2,2621,128
837,2,40,2621,40,427,463,40,40,2622,2622,128
838,463,427,463,427,40,167,182,161,310,81,128
839,164,182,164,167,161,167,3,43,81,43,128
840,193,215,4,10,21,65,4,27,4,21,128
841,10,27,6,30,65,4,30,9,4,6,128
842,9,6,3,33,10,115,33,9,3,6,128
843,4,4,3,65,10,21,115,9,155,2,128
844,155,65,1393,41,41,82,82,41,41,165,128
845,82,947,947,99,947,947,1394,97,186,99,128
846,41,97,95,159,216,45,45,250,97,45,128
847,45,45,947,947,4,10,27,21,4,10,128
848,21,27,65,30,947,45,9,115,3,33,128
849,4,4,4,4,99,45,947,947,947,99,128
850,156,1394,216,41,465,99,947,227,95,82,128
851,81,164,161,182,161,167,310,164,164,167,128
852,161,3,81,43,81,164,310,167,161,182,128
853,182,167,164,167,161,3,43,81,776,43,128
854,43,43,215,4,10,21,4,65,27,30,128
855,4,27,65,21,6,10,10,9,4,6,128
856,3,4,33,6,6,4,155,9,4,33,128
857,155,2,65,10,3,10,27,4,21,43,128
858,3,2,2,6,3,2,3,6,193,3,128
859,2,2,43,215,4,10,21,4,65,27,128
860,10,21,65,27,4,9,6,4,30,9,128
861,10,3,33,4,3,6,9,33,4,6,128
862,4,4,4,9,24,43,4,4,155,21,128
863,3,4,6,24,2,9,27,4,21,10,128
864,65,193,215,4,10,21,4,65,27,10,128
865,21,65,27,4,6,30,4,6,9,9,128
866,3,33,4,10,4,155,21,4,3,33,128
867,2,9,4,21,10,27,65,43,4,215,128
868,10,21,4,65,27,10,21,65,27,4,128
869,4,30,6,4,3,4,6,9,6,4,128
870,4,4,6,10,3,9,4,9,51,4,128
871,33,4,24,6,4,43,4,4,9,24,128
872,6,33,51,215,4,10,21,4,65,27,128
873,21,65,27,4,10,30,6,4,9,30,128
874,6,3,33,4,10,33,4,6,9,3,128
875,4,3,65,155,2,21,17,809,44,18,128
876,1573,5,288,1573,809,5,809,130,1573,288,128
877,53,17,18,5,127,193,3,127,127,22,128
878,809,22,43,20,20,4,10,21,4,27,128
879,53,4,10,21,4,65,27,10,21,65,128
880,9,30,27,4,3,4,33,30,9,3,128
881,33,9,9,4,9,4,9,4,4,6,128
882,51,24,51,9,24,6,3,9,4,33,128
883,51,4,4,155,2,4,51,3,65,27,128
884,3,21,4,10,43,3,2,2,6,3,128
885,6,3,2,215,4,10,4,4,3,10,128
886,6,3,4,6,21,6,65,27,10,21,128
887,65,27,4,6,30,9,4,3,30,9,128
888,9,6,4,33,4,155,6,3,33,4,128
889,65,21,3,2,155,9,4,21,10,27,128
890,161,43,167,310,164,182,81,161,167,3,128
891,3377,114,567,114,81,39,43,114,114,39,128
892,3,2,2,3,6,3,10,215,4,10,128
893,2,6,4,4,3,4,3,21,6,6,128
894,65,27,10,21,65,27,4,9,30,3,128
895,4,6,9,30,33,4,9,33,6,4,128
896,9,51,24,4,4,9,3,4,51,155,128
897,6,24,10,155,2,4,21,10,27,65,128
898,60,60,60,60,265,39,39,215,4,10,128
899,21,4,65,27,4,27,10,21,65,4,128
900,30,30,6,4,9,3,9,9,6,4,128
901,33,10,3,4,4,9,33,9,4,9,128
902,4,155,2,155,3,10,4,21,10,27,128
903,65,43,3,2,2,6,3,2623,2623,2,128
904,3,6,3,2,43,161,81,164,310,182,128
905,167,182,167,164,161,3,39,81,43,43,128
906,2,3,6,3,2,6,2,31,650,3,128
907,31,650,650,650,650,650,650,650,650,650,128
908,650,650,650,39,2,2,2,2,2,3,128
909,3,2,2,2122,1396,1254,2123,2124,1254,1396,128
910,161,1077,1077,161,2624,2,1812,3378,776,2,128
911,1812,776,1812,776,69,160,69,3379,160,160,128
912,69,160,69,43,39,39,39,39,39,39,128
913,310,182,161,167,43,81,164,3,3,2,128
914,2,6,3,2,3380,2,81,2,6,3,128
915,43,293,2,293,1575,537,293,1575,2,293,128
916,537,2,2,31,119,175,283,501,175,283,128
917,297,3381,367,501,367,293,1575,2,175,175,128
918,215,4,10,21,4,65,27,65,21,4,128
919,27,10,3,6,9,30,30,4,33,4,128
920,6,9,10,33,9,4,4,4,3,155,128
921,2,10,4,21,27,65,5,215,4,10,128
922,21,4,65,27,27,65,21,4,10,30,128
923,6,4,30,6,3,10,9,3,4,9,128
924,6,4,4,33,4,4,9,51,9,33,128
925,4,6,4,43,4,24,4,51,4,51,128
926,24,6,9,9,4,4,4,4,9,4,128
927,4,4,4,4,4,9,4,4,4,4,128
928,4,9,4,4,4,4,9,4,4,4,128
929,4,9,4,4,4,4,4,4,9,4,128
930,4,4,4,4,10,10,4,30,9,3,128
931,10,6,33,4,30,3,4,9,6,33,128
932,4,4,9,4,4,215,4,10,21,4,128
933,65,27,21,27,4,65,10,30,3,4,128
934,6,9,4,30,3,9,4,6,33,10,128
935,6,4,9,6,3,2,9,33,2,3,128
936,9,21,10,43,4,2,2,215,4,10,128
937,21,4,4,65,27,65,4,21,27,10,128
938,9,30,6,4,9,10,3,33,4,33,128
939,6,3,4,4,4,4,9,4,9,3,128
940,10,2,155,4,21,10,27,65,60,60,128
941,39,39,69,160,69,39,182,161,310,164,128
942,81,167,161,167,182,164,3,81,43,43,128
943,350,504,350,39,69,160,69,39,266,453,128
944,453,416,416,43,215,4,4,10,21,4,128
945,65,27,6,30,27,65,21,10,4,9,128
946,4,30,6,10,3,9,4,51,266,33,128
947,4,3,9,51,4,33,9,4,9,4,128
948,6,24,43,4,4,51,4,6,24,9,128
949,4,9,9,9,4,4,51,4,4,155,128
950,3,24,51,155,10,2,21,4,27,65,128
951,10,548,218,218,3,215,4,10,21,4,128
952,81,43,4,10,21,65,27,10,27,65,128
953,4,21,30,4,3,6,9,30,3,33,128
954,4,9,6,10,9,33,4,4,6,4,128
955,6,6,33,9,3,4,3,155,2,4,128
956,21,10,27,65,39,266,266,43,266,39,128
957,39,60,60,60,60,39,3,3,2,2,128
958,3,6,6,3,2,2625,6,2625,44,102,128
959,22,22,17,6,10,5,40,18,40,6,128
960,20,1255,179,180,40,179,20,40,3,10,128
961,40,43,81,43,215,4,4,10,3,10,128
962,4,6,4,3,21,6,6,65,27,4,128
963,10,21,65,27,30,3,9,4,4,33,128
964,4,30,6,4,9,33,4,9,9,6,128
965,6,6,6,4,9,4,4,9,9,6,128
966,4,4,155,9,4,3,10,21,155,2,128
967,3,4,65,27,10,21,4,4,4,39,128
968,160,69,39,39,254,69,160,69,39,69,128
969,69,160,69,215,4,3,10,21,4,27,128
970,65,65,21,10,4,27,30,3,4,30,128
971,9,6,9,3,33,4,9,10,81,43,128
972,33,4,6,9,6,318,4,4,4,4,128
973,9,9,24,318,9,33,4,6,24,24,128
974,9,9,24,4,4,4,9,4,3,9,128
975,4,155,2,155,21,65,10,4,21,27,128
976,39,69,160,69,39,39,39,39,2,3,128
977,3,2,2,6,3,455,455,3,2,6,128
978,455,455,266,455,650,43,3,31,650,3,128
979,455,455,266,650,455,266,455,455,650,455,128
980,266,455,266,455,266,266,455,2,3,2,128
981,6,3,6,207,455,455,2,3,455,455,128
982,266,455,455,455,4,215,10,21,4,27,128
983,65,30,6,4,65,27,21,10,4,9,128
984,6,9,3,10,4,3,9,4,4,51,128
985,33,4,4,43,24,4,455,266,455,650,128
986,9,3,650,31,3,455,266,9,51,33,128
987,6,24,266,455,9,4,455,455,266,266,128
988,9,9,455,455,455,266,4,266,455,4,128
989,266,266,266,266,266,266,266,266,266,266,128
990,266,266,266,266,4,266,455,4,51,6,128
991,6,4,9,4,155,3,10,2,4,65,128
992,27,10,21,4,266,4,4,215,10,21,128
993,4,65,27,27,65,21,30,4,10,6,128
994,4,9,30,51,10,6,3,9,3,4,128
995,51,33,4,4,4,24,9,43,33,6,128
996,51,6,4,24,9,6,6,6,4,4,128
997,9,51,21,3,2,155,4,21,10,27,128
998,65,215,4,10,21,4,65,27,27,21,128
999,10,4,65,30,4,6,6,9,10,3,128
1000,9,33,4,4,9,33,3,9,51,4,128
1001,9,4,24,4,6,43,9,6,51,24,128
1002,4,4,4,51,6,4,4,51,3,4,128
1003,9,2,155,4,21,10,27,65,4,9,128
1004,4,33,6,3,30,4,4,4,9,6,128
1005,4,51,3382,1813,31,1813,1813,1813,3383,51,128
1006,9,51,51,4,24,2,4,3,155,9,128
1007,10,21,27,65,4,4,10,21,4,4,128
1008,10,21,65,27,30,9,10,3,21,30,128
1009,65,27,6,51,33,4,24,3,9,4,128
1010,6,33,4,9,3,155,2,4,21,10,128
1011,27,65,39,39,10,21,4,65,27,27,128
1012,10,21,65,27,4,30,3,6,9,4,128
1013,3,30,9,51,6,10,33,4,81,43,128
1014,4,24,9,39,43,4,51,9,33,6,128
1015,24,9,4,51,4,9,6,6,4,3,128
1016,9,4,9,33,3,21,65,27,10,21,128
1017,4,4,39,3,4,215,10,4,21,27,128
1018,65,21,27,65,10,6,4,30,3,9,128
1019,30,4,3,33,4,6,10,33,81,43,128
1020,9,4,4,4,215,10,21,4,4,65,128
1021,27,4,30,21,10,27,65,30,6,4,128
1022,9,6,9,3,33,4,10,3,33,6,128
1023,9,6,9,51,4,24,4,43,3384,2125,128
1024,2626,592,630,630,2626,592,2125,1397,193,592,128
1025,592,592,630,1397,1576,630,2627,630,592,2627,128
1026,4,51,4,24,6,9,592,1397,2125,592,128
1027,630,592,5,3,592,44,2126,630,592,592,128
1028,592,592,592,630,630,31,630,31,592,630,128
1029,4,155,2,3,1814,1576,3,1397,44,630,128
1030,1397,592,3,1576,592,1814,17,5,2,44,128
1031,592,592,630,1397,3,592,1814,4,4,27,128
1032,10,21,65,592,215,4,10,21,4,27,128
1033,65,21,10,27,4,30,6,65,9,6,128
1034,3,9,33,4,10,13,38,19,13,38,128
1035,38,13,1,7,19,38,1,1,1,78,128
1036,38,19,38,15,6,9,15,38,13,19,128
1037,3,6,9,15,38,19,245,3,4,33,128
1038,4,9,155,155,3,21,65,2,10,4,128
1039,21,27,43,43,10,21,4,27,65,4,128
1040,10,21,65,27,30,3,6,9,30,4,128
1041,3,33,4,10,9,6,39,33,4,6,128
1042,9,51,4,318,4,81,43,9,4,24,128
1043,4,318,51,4,3,9,24,6,4,3,128
1044,10,21,4,10,21,27,10,65,4,21,128
1045,39,39,3,215,4,10,21,4,65,27,128
1046,10,65,27,21,4,30,3,6,9,4,128
1047,30,33,3,10,9,6,4,33,43,81,128
1048,43,4,9,4,4,9,3,155,3,21,128
1049,2,4,21,27,10,65,2,3,2,6,128
1050,3,38,152,14,2,78,13,6,78,3,128
1051,19,38,13,1,38,19,138,13,7,1,128
1052,13,7,19,78,1,78,1,1,15,38,128
1053,13,14,78,14,1,1,1,19,1,14,128
1054,1,1,13,1,1,14,14,14,1,1,128
1055,1,1,13,1,14,14,14,1,4,14,128
1056,14,1,14,1,14,14,14,14,1,1,128
1057,14,14,14,1,1,14,14,14,19,13,128
1058,1,14,19,75,13,6,75,75,14,19,128
1059,19,1,14,14,1,19,14,38,13,19,128
1060,1,1,13,497,78,19,8,497,75,15,128
1061,3,13,19,38,19,38,13,8,39,254,128
1062,3,2,3,2,2,6,3,13,3,6,128
1063,2,19,38,19,2,1,14,38,38,3,128
1064,6,19,13,14,6,3,75,1,75,13,128
1065,19,75,14,19,78,75,1,78,14,14,128
1066,1,19,78,19,19,1,13,1,14,14,128
1067,1,19,14,14,1,1,14,14,14,14,128
1068,78,1,14,14,1,19,19,14,14,1,128
1069,14,14,1,14,14,1,43,14,14,14,128
1070,14,1,1,14,14,13,14,14,1,14,128
1071,1,14,14,14,1,14,14,1,14,14,128
1072,1,14,14,14,14,1,1,14,14,1,128
1073,1,38,19,1,13,1,38,1,13,11,128
1074,152,19,1,13,858,11,1,75,38,1,128
1075,1,15,1,13,1,11,11,1,11,1,128
1076,11,11,1,11,11,1,11,11,1,11,128
1077,1,11,11,11,1,11,1,11,11,11,128
1078,1,11,1,13,11,11,1,11,11,11,128
1079,1,1,11,11,11,1,1,1,1,1,128
1080,13,19,19,7,13,1,19,138,13,75,128
1081,14,138,13,19,1,14,1,7,13,7,128
1082,1,1,1,1,1,1,7,1,7,1,128
1083,7,1,7,1,7,7,7,1,7,7,128
1084,1,7,1,7,7,7,7,1,1,7,128
1085,7,7,7,1,1,7,7,13,7,7,128
1086,1,7,1,7,7,1,7,7,7,19,128
1087,1,19,1,19,19,7,1,1,7,7,128
1088,7,1,75,7,1,7,1,1,75,1,128
1089,1,13,1,13,152,19,1,13,11,78,128
1090,11,1,11,75,1,11,1,13,14,19,128
1091,1,78,75,14,1,13,14,1,1,13,128
1092,1,1,14,1,14,14,1,14,14,14,128
1093,1,1,14,19,19,19,13,11,152,19,128
1094,1,13,11,13,38,1,1,11,1,11,128
1095,1,13,11,19,1,78,38,8,38,13,128
1096,78,138,1,19,75,78,19,8,13,1,128
1097,1,13,11,1,11,1,1,1,1,1,128
1098,11,1,11,1,11,1,11,11,11,1,128
1099,11,11,11,1,11,11,1,11,11,1,128
1100,11,11,19,1,11,1,19,11,11,13,128
1101,11,13,8,19,1,13,19,138,628,7,128
1102,13,1,75,6,13,7,78,6,1,13,128
1103,7,1,7,6,13,1,8,1,1,1,128
1104,1,13,8,1,1,8,1,1,8,1,128
1105,8,8,8,6,1,1,8,8,8,1,128
1106,8,1,8,8,1,8,1,8,1,8,128
1107,8,19,13,38,19,38,13,7,152,7,128
1108,13,1,19,6,38,7,1,75,1,19,128
1109,7,7,1,1,13,1,7,7,1,7,128
1110,7,1,7,7,1,19,7,7,1,7,128
1111,7,7,1,7,1,7,7,7,7,1,128
1112,1,7,7,7,7,1,7,7,1,13,128
1113,10,4,215,4,3,10,3,7,6,4,128
1114,3,6,7,1,21,3,7,7,3,65,128
1115,4,27,6,10,65,21,27,7,4,6,128
1116,4,30,1,9,3,4,30,7,4,1,128
1117,9,6,4,4,9,4,4,9,9,4,128
1118,4,318,33,24,318,33,4,6,318,24,128
1119,318,7,7,7,1,7,1,7,7,7,128
1120,318,7,1,1,1,318,1,1,318,9,128
1121,24,4,4,24,1,13,8,19,1,13,128
1122,8,75,1,8,1,1,1,8,1,4,128
1123,1,8,8,1,318,24,4,4,8,8,128
1124,318,1,78,8,8,1,8,318,318,8,128
1125,318,8,1,1,318,8,9,24,318,8,128
1126,4,318,8,8,1,8,1,8,8,8,128
1127,1,8,13,1,8,8,1,8,8,8,128
1128,8,1,1,8,8,8,1,8,1,8,128
1129,8,1,318,24,4,4,318,4,318,1,128
